"mes","CotacaoDolar","CotacaoBrentReais","ValorBrentEmDolar","Sigla_regiao","mediaPrecoEtanol","mediaPrecoGasolina","mediaTribEstadual","mediaTribFederal","mediaDistRev","medianaPrecoEtanol","medianaPrecoGasolina","medianaTribEstadual","medianaTribFederal","medianaDistRev","MediaIPCAMes","MedianaIPCAMes","mediaGasolinaBomba","ImpPercMedia","medianaGasolinaBomba","ImpPercMediana","PIM","Estoque_Empregos","mediaCDI","IBC","MassaRendimento"
"2020-05",5.65388333333333,157.850947,27.9841666666667,"CO",0.407808,0.9729732,1.10415219156888,0.686868,0.62919860843112,0.407808,0.9729732,1.10415219156888,0.686868,0.62919860843112,-0.106377551020408,-0.106377551020408,3.801,29.0489921486156,3.801,29.0489921486156,52.9,"38.011.645,00",3.0125,"119,78","145661"
"2020-05",5.65388333333333,157.850947,27.9841666666667,"SE",0.426816,0.9379113,1.13718793373905,0.686868,0.681216766260945,0.426816,0.9379113,1.13718793373905,0.686868,0.681216766260945,-0.169744744744745,-0.169744744744745,3.86999999999999,29.3847011302081,3.86999999999999,29.3847011302081,52.9,"38.011.645,00",3.0125,"119,78","145661"
"2020-05",5.65388333333333,157.850947,27.9841666666667,"BR",0.434783674753904,0.8873588,1.13821781788303,0.686868,0.68777170736307,0.434783674753904,0.8873588,1.13821781788303,0.686868,0.68777170736307,-0.38,-0.38,3.835,29.6797344949942,3.835,29.6797344949942,52.9,"38.011.645,00",3.0125,"119,78","145661"
"2020-06",5.18789166666667,207.998117666667,40.0591666666667,"NE",0.5590755,1.0559815,1.22036256498672,0.686868,0.565712435013284,0.5590755,1.0559815,1.22036256498672,0.686868,0.565712435013284,0.257960734642179,0.257960734642179,4.088,29.8523132335303,4.088,29.8523132335303,59.6,"37.981.600,00",2.57857142857143,"126,17","140429"
"2020-06",5.18789166666667,207.998117666667,40.0591666666667,"S",0.506574,1.0875175,1.07891179077778,0.686868,0.571128709222222,0.506574,1.0875175,1.07891179077778,0.686868,0.571128709222222,-0.00515568862275449,-0.00515568862275449,3.931,27.4462424517369,3.931,27.4462424517369,59.6,"37.981.600,00",2.57857142857143,"126,17","140429"
"2020-06",5.18789166666667,207.998117666667,40.0591666666667,"CO",0.485298,1.1875421,1.1329783095983,0.686868,0.504313590401701,0.485298,1.1875421,1.1329783095983,0.686868,0.504313590401701,0.0425510204081633,0.0425510204081633,3.997,28.3457170277283,3.997,28.3457170277283,59.6,"37.981.600,00",2.57857142857143,"126,17","140429"
"2020-06",5.18789166666667,207.998117666667,40.0591666666667,"N",0.5590755,1.0004723,1.09392371002722,0.686868,0.76466048997278,0.5590755,1.0004723,1.09392371002722,0.686868,0.76466048997278,-0.159370786516854,-0.159370786516854,4.105,26.6485678447557,4.105,26.6485678447557,59.6,"37.981.600,00",2.57857142857143,"126,17","140429"
"2020-06",5.18789166666667,207.998117666667,40.0591666666667,"SE",0.506574,1.1291129,1.08851060898273,0.686868,0.606934491017275,0.506574,1.1291129,1.08851060898273,0.686868,0.606934491017275,0.175807057057057,0.175807057057057,4.01800000000001,27.0908563708992,4.01800000000001,27.0908563708992,59.6,"37.981.600,00",2.57857142857143,"126,17","140429"
"2020-06",5.18789166666667,207.998117666667,40.0591666666667,"BR",0.518770134728533,1.0952701,1.11771607430419,0.686868,0.603375690967272,0.518770134728533,1.0952701,1.11771607430419,0.686868,0.603375690967272,0.26,0.26,4.02199999999999,27.7900565465985,4.02199999999999,27.7900565465985,59.6,"37.981.600,00",2.57857142857143,"126,17","140429"
"2020-07",5.28032,227.544550266667,43.0973333333333,"N",0.5282816625,1.1793953,1.12748903432444,0.686868,0.645966003175559,0.5282816625,1.1793953,1.12748903432444,0.686868,0.645966003175559,0.637483146067416,0.637483146067416,4.168,27.0510804780336,4.168,27.0510804780336,72.2,"38.118.972,00",2.15,"135,87","137654"
