Data;Nr. Operações;Volume;Média;Fator Diário;Mínima;Máxima;Moda;Dsv Pdr;Taxa SELIC
16/01/2020;9;3809537,48;4,4;1,00017089;-;-;-;-;4,4
17/01/2020;9;3804948,01;4,4;1,00017089;-;-;-;-;4,4
20/01/2020;10;3677559,92;4,4;1,00017089;-;-;-;-;4,4
21/01/2020;9;3802278,98;4,4;1,00017089;-;-;-;-;4,4
22/01/2020;9;3806428,41;4,4;1,00017089;-;-;-;-;4,4
23/01/2020;9;3695569,96;4,4;1,00017089;-;-;-;-;4,4
24/01/2020;9;3677139,05;4,4;1,00017089;-;-;-;-;4,4
27/01/2020;9;3625498,14;4,4;1,00017089;-;-;-;-;4,4
28/01/2020;6;3512788,44;4,4;1,00017089;-;-;-;-;4,4
29/01/2020;8;3543266,48;4,4;1,00017089;-;-;-;-;4,4
30/01/2020;9;3392282,94;4,4;1,00017089;-;-;-;-;4,4
31/01/2020;10;3447910,7;4,4;1,00017089;-;-;-;-;4,4
03/02/2020;8;3436600,68;4,4;1,00017089;-;-;-;-;4,4
04/02/2020;7;3576277,27;4,4;1,00017089;-;-;-;-;4,4
05/02/2020;8;3779647,49;4,4;1,00017089;-;-;-;-;4,4
06/02/2020;6;3751236,02;4,15;1,00016137;-;-;-;-;4,15
07/02/2020;7;3799044,78;4,15;1,00016137;-;-;-;-;4,15
10/02/2020;7;3828423,23;4,15;1,00016137;-;-;-;-;4,15
11/02/2020;8;3824653,49;4,15;1,00016137;-;-;-;-;4,15
12/02/2020;7;3733716,56;4,15;1,00016137;-;-;-;-;4,15
13/02/2020;7;3712095,22;4,15;1,00016137;-;-;-;-;4,15
14/02/2020;7;4143454,04;4,15;1,00016137;-;-;-;-;4,15
17/02/2020;8;4145033,85;4,15;1,00016137;-;-;-;-;4,15
18/02/2020;3;3748517,94;4,15;1,00016137;-;-;-;-;4,15
19/02/2020;7;3721777,44;4,15;1,00016137;-;-;-;-;4,15
20/02/2020;8;3546611,9;4,15;1,00016137;-;-;-;-;4,15
21/02/2020;10;3596386,44;4,15;1,00016137;-;-;-;-;4,15
26/02/2020;10;3717236,35;4,15;1,00016137;-;-;-;-;4,15
27/02/2020;8;3551457,08;4,15;1,00016137;-;-;-;-;4,15
28/02/2020;6;3443718,08;4,15;1,00016137;-;-;-;-;4,15
02/03/2020;10;3591454,64;4,15;1,00016137;-;-;-;-;4,15
03/03/2020;8;3796589,67;4,15;1,00016137;-;-;-;-;4,15
04/03/2020;8;3990457,25;4,15;1,00016137;-;-;-;-;4,15
05/03/2020;8;3989352,11;4,15;1,00016137;-;-;-;-;4,15
06/03/2020;9;3964889,83;4,15;1,00016137;-;-;-;-;4,15
09/03/2020;8;3861773,34;4,15;1,00016137;-;-;-;-;4,15
10/03/2020;6;3834749,28;4,15;1,00016137;-;-;-;-;4,15
11/03/2020;6;3826501,02;4,15;1,00016137;-;-;-;-;4,15
12/03/2020;6;3784855,89;4,15;1,00016137;-;-;-;-;4,15
13/03/2020;8;3725272,05;4,15;1,00016137;-;-;-;-;4,15
16/03/2020;6;3560145;4,15;1,00016137;-;-;-;-;4,15
17/03/2020;6;3603553,85;4,15;1,00016137;-;-;-;-;4,15
18/03/2020;6;3551503,72;4,15;1,00016137;-;-;-;-;4,15
19/03/2020;7;3572098,65;3,65;1,00014227;-;-;-;-;3,65
20/03/2020;6;3313664,9;3,65;1,00014227;-;-;-;-;3,65
23/03/2020;5;3304996,97;3,65;1,00014227;-;-;-;-;3,65
24/03/2020;6;3399575,87;3,65;1,00014227;-;-;-;-;3,65
25/03/2020;5;3363315,47;3,65;1,00014227;-;-;-;-;3,65
26/03/2020;5;3294324,99;3,65;1,00014227;-;-;-;-;3,65
27/03/2020;5;3231267,87;3,65;1,00014227;-;-;-;-;3,65
30/03/2020;4;3143579,58;3,65;1,00014227;-;-;-;-;3,65
31/03/2020;5;3089240,71;3,65;1,00014227;-;-;-;-;3,65
01/04/2020;5;3075803,28;3,65;1,00014227;-;-;-;-;3,65
02/04/2020;4;3225005,2;3,65;1,00014227;-;-;-;-;3,65
03/04/2020;6;3456113,9;3,65;1,00014227;-;-;-;-;3,65
06/04/2020;7;3464618,15;3,65;1,00014227;-;-;-;-;3,65
07/04/2020;5;3316744,2;3,65;1,00014227;-;-;-;-;3,65
08/04/2020;5;3307982,98;3,65;1,00014227;-;-;-;-;3,65
09/04/2020;3;3264733,54;3,65;1,00014227;-;-;-;-;3,65
13/04/2020;4;3166936,33;3,65;1,00014227;-;-;-;-;3,65
14/04/2020;3;3118093,33;3,65;1,00014227;-;-;-;-;3,65
15/04/2020;4;3090052,9;3,65;1,00014227;-;-;-;-;3,65
16/04/2020;4;3123639,69;3,65;1,00014227;-;-;-;-;3,65
17/04/2020;4;3088232,7;3,65;1,00014227;-;-;-;-;3,65
20/04/2020;5;3017612,93;3,65;1,00014227;-;-;-;-;3,65
22/04/2020;4;2993704,91;3,65;1,00014227;-;-;-;-;3,65
23/04/2020;4;2974216,06;3,65;1,00014227;-;-;-;-;3,65
24/04/2020;4;2928143,32;3,65;1,00014227;-;-;-;-;3,65
27/04/2020;5;2936455,19;3,65;1,00014227;-;-;-;-;3,65
28/04/2020;5;2915570,54;3,65;1,00014227;-;-;-;-;3,65
29/04/2020;5;2908133,97;3,65;1,00014227;-;-;-;-;3,65
30/04/2020;3;2790255,12;3,65;1,00014227;-;-;-;-;3,65
04/05/2020;4;2848768,32;3,65;1,00014227;-;-;-;-;3,65
05/05/2020;4;3018903,6;3,65;1,00014227;-;-;-;-;3,65
06/05/2020;4;3190322,12;3,65;1,00014227;-;-;-;-;3,65
07/05/2020;4;3179849,66;2,9;1,00011345;-;-;-;-;2,9
08/05/2020;4;3302413,34;2,9;1,00011345;-;-;-;-;2,9
11/05/2020;5;3306545,45;2,9;1,00011345;-;-;-;-;2,9
12/05/2020;5;3327524,45;2,9;1,00011345;-;-;-;-;2,9
13/05/2020;5;3203579,4;2,9;1,00011345;-;-;-;-;2,9
14/05/2020;4;3196222,41;2,9;1,00011345;-;-;-;-;2,9
15/05/2020;5;3086593,04;2,9;1,00011345;-;-;-;-;2,9
18/05/2020;5;3135071,38;2,9;1,00011345;-;-;-;-;2,9
19/05/2020;4;2941137,21;2,9;1,00011345;-;-;-;-;2,9
20/05/2020;4;2914128,14;2,9;1,00011345;-;-;-;-;2,9
21/05/2020;5;2952075,1;2,9;1,00011345;-;-;-;-;2,9
22/05/2020;4;2901393,36;2,9;1,00011345;-;-;-;-;2,9
25/05/2020;4;2857441,47;2,9;1,00011345;-;-;-;-;2,9
26/05/2020;5;2882913,66;2,9;1,00011345;-;-;-;-;2,9
27/05/2020;5;2863054,73;2,9;1,00011345;-;-;-;-;2,9
28/05/2020;5;2825282,8;2,9;1,00011345;-;-;-;-;2,9
29/05/2020;6;2842641,14;2,9;1,00011345;-;-;-;-;2,9
01/06/2020;5;2834127,24;2,9;1,00011345;-;-;-;-;2,9
02/06/2020;5;3023644,75;2,9;1,00011345;-;-;-;-;2,9
03/06/2020;4;3219373,21;2,9;1,00011345;-;-;-;-;2,9
04/06/2020;4;3235301,76;2,9;1,00011345;-;-;-;-;2,9
05/06/2020;4;3186326,81;2,9;1,00011345;-;-;-;-;2,9
08/06/2020;3;3161151,84;2,9;1,00011345;-;-;-;-;2,9
09/06/2020;3;3115841,04;2,9;1,00011345;-;-;-;-;2,9
10/06/2020;3;3077930,82;2,9;1,00011345;-;-;-;-;2,9
12/06/2020;4;3173857,99;2,9;1,00011345;-;-;-;-;2,9
15/06/2020;5;3132254,15;2,9;1,00011345;-;-;-;-;2,9
16/06/2020;4;3048724,95;2,9;1,00011345;-;-;-;-;2,9
17/06/2020;4;2998716,68;2,9;1,00011345;-;-;-;-;2,9
18/06/2020;4;3002326,04;2,15;1,00008442;-;-;-;-;2,15
19/06/2020;5;3046188,21;2,15;1,00008442;-;-;-;-;2,15
22/06/2020;4;3104703,5;2,15;1,00008442;-;-;-;-;2,15
23/06/2020;4;3069233,1;2,15;1,00008442;-;-;-;-;2,15
24/06/2020;5;3122457,8;2,15;1,00008442;-;-;-;-;2,15
25/06/2020;3;3041158,3;2,15;1,00008442;-;-;-;-;2,15
26/06/2020;4;3045596,96;2,15;1,00008442;-;-;-;-;2,15
29/06/2020;5;3076692,59;2,15;1,00008442;-;-;-;-;2,15
30/06/2020;4;2852962,99;2,15;1,00008442;-;-;-;-;2,15
01/07/2020;4;2848536,73;2,15;1,00008442;-;-;-;-;2,15
02/07/2020;4;3071246,7;2,15;1,00008442;-;-;-;-;2,15
03/07/2020;4;3441219,68;2,15;1,00008442;-;-;-;-;2,15
06/07/2020;4;3465598,17;2,15;1,00008442;-;-;-;-;2,15
07/07/2020;3;3476266,9;2,15;1,00008442;-;-;-;-;2,15
08/07/2020;4;3428385,57;2,15;1,00008442;-;-;-;-;2,15
09/07/2020;4;3412969,3;2,15;1,00008442;-;-;-;-;2,15
10/07/2020;3;3368927,54;2,15;1,00008442;-;-;-;-;2,15
13/07/2020;2;3306328,08;2,15;1,00008442;-;-;-;-;2,15
14/07/2020;3;3290338,32;2,15;1,00008442;-;-;-;-;2,15
15/07/2020;4;3279628,01;2,15;1,00008442;-;-;-;-;2,15
16/07/2020;3;3252462,57;2,15;1,00008442;-;-;-;-;2,15
17/07/2020;4;3241388,39;2,15;1,00008442;-;-;-;-;2,15
20/07/2020;5;3249149,46;2,15;1,00008442;-;-;-;-;2,15
21/07/2020;5;3213600,74;2,15;1,00008442;-;-;-;-;2,15
22/07/2020;6;3233264;2,15;1,00008442;-;-;-;-;2,15
23/07/2020;4;3233540,49;2,15;1,00008442;-;-;-;-;2,15
24/07/2020;4;3257018,41;2,15;1,00008442;-;-;-;-;2,15
27/07/2020;6;3558367,66;2,15;1,00008442;-;-;-;-;2,15
28/07/2020;3;3155459,26;2,15;1,00008442;-;-;-;-;2,15
29/07/2020;5;3147885,51;2,15;1,00008442;-;-;-;-;2,15
30/07/2020;6;3179401,78;2,15;1,00008442;-;-;-;-;2,15
31/07/2020;5;3205883,17;2,15;1,00008442;-;-;-;-;2,15
03/08/2020;6;3269954,58;2,15;1,00008442;-;-;-;-;2,15
04/08/2020;4;3424461,87;2,15;1,00008442;-;-;-;-;2,15
05/08/2020;5;3703448,16;2,15;1,00008442;-;-;-;-;2,15
06/08/2020;5;3695546,69;1,9;1,00007469;-;-;-;-;1,9
07/08/2020;5;3590916,74;1,9;1,00007469;-;-;-;-;1,9
10/08/2020;5;3673507,09;1,9;1,00007469;-;-;-;-;1,9
11/08/2020;6;3618982,22;1,9;1,00007469;-;-;-;-;1,9
12/08/2020;6;3621528,76;1,9;1,00007469;-;-;-;-;1,9
13/08/2020;5;3600339,52;1,9;1,00007469;-;-;-;-;1,9
14/08/2020;5;3458068,14;1,9;1,00007469;-;-;-;-;1,9
17/08/2020;5;3442130,08;1,9;1,00007469;-;-;-;-;1,9
18/08/2020;5;3439080,15;1,9;1,00007469;-;-;-;-;1,9
19/08/2020;6;3487735,42;1,9;1,00007469;-;-;-;-;1,9
20/08/2020;5;3513902,01;1,9;1,00007469;-;-;-;-;1,9
21/08/2020;6;3578271,9;1,9;1,00007469;-;-;-;-;1,9
24/08/2020;6;3607566,43;1,9;1,00007469;-;-;-;-;1,9
25/08/2020;7;3685257,04;1,9;1,00007469;-;-;-;-;1,9
26/08/2020;7;3681547,93;1,9;1,00007469;-;-;-;-;1,9
27/08/2020;6;3641756,49;1,9;1,00007469;-;-;-;-;1,9
28/08/2020;6;3629190,11;1,9;1,00007469;-;-;-;-;1,9
31/08/2020;6;3265931,9;1,9;1,00007469;-;-;-;-;1,9
01/09/2020;6;3293975,56;1,9;1,00007469;-;-;-;-;1,9
02/09/2020;7;3470016,81;1,9;1,00007469;-;-;-;-;1,9
03/09/2020;7;3727758,15;1,9;1,00007469;-;-;-;-;1,9
04/09/2020;7;3770109,56;1,9;1,00007469;-;-;-;-;1,9
08/09/2020;6;3700486,96;1,9;1,00007469;-;-;-;-;1,9
09/09/2020;6;3639866,96;1,9;1,00007469;-;-;-;-;1,9
10/09/2020;5;3528544,6;1,9;1,00007469;-;-;-;-;1,9
11/09/2020;6;3582592,33;1,9;1,00007469;-;-;-;-;1,9
14/09/2020;5;3420531,44;1,9;1,00007469;-;-;-;-;1,9
15/09/2020;6;3389760,2;1,9;1,00007469;-;-;-;-;1,9
16/09/2020;6;3375008,58;1,9;1,00007469;-;-;-;-;1,9
17/09/2020;7;3615310,69;1,9;1,00007469;-;-;-;-;1,9
18/09/2020;6;3648495,64;1,9;1,00007469;-;-;-;-;1,9
21/09/2020;7;3758549,26;1,9;1,00007469;-;-;-;-;1,9
22/09/2020;7;3779045,84;1,9;1,00007469;-;-;-;-;1,9
23/09/2020;7;3814093,9;1,9;1,00007469;-;-;-;-;1,9
24/09/2020;7;3807071,87;1,9;1,00007469;-;-;-;-;1,9
25/09/2020;7;3890483,21;1,9;1,00007469;-;-;-;-;1,9
28/09/2020;7;3648675,77;1,9;1,00007469;-;-;-;-;1,9
29/09/2020;7;3668377,58;1,9;1,00007469;-;-;-;-;1,9
30/09/2020;6;3422038,1;1,9;1,00007469;-;-;-;-;1,9
01/10/2020;5;3354790,3;1,9;1,00007469;-;-;-;-;1,9
02/10/2020;5;3560025,57;1,9;1,00007469;-;-;-;-;1,9
05/10/2020;5;3711425,53;1,9;1,00007469;-;-;-;-;1,9
06/10/2020;4;3718623,75;1,9;1,00007469;-;-;-;-;1,9
07/10/2020;5;3741380,82;1,9;1,00007469;-;-;-;-;1,9
08/10/2020;5;3749125,28;1,9;1,00007469;-;-;-;-;1,9
09/10/2020;5;3745716,5;1,9;1,00007469;-;-;-;-;1,9
13/10/2020;5;3654354,01;1,9;1,00007469;-;-;-;-;1,9
14/10/2020;5;3691622,45;1,9;1,00007469;-;-;-;-;1,9
15/10/2020;4;3528512,55;1,9;1,00007469;-;-;-;-;1,9
16/10/2020;5;3606749,35;1,9;1,00007469;-;-;-;-;1,9
19/10/2020;4;3458195,4;1,9;1,00007469;-;-;-;-;1,9
20/10/2020;6;3464331,88;1,9;1,00007469;-;-;-;-;1,9
21/10/2020;5;3573808,24;1,9;1,00007469;-;-;-;-;1,9
22/10/2020;5;3550285,73;1,9;1,00007469;-;-;-;-;1,9
23/10/2020;6;3530755,74;1,9;1,00007469;-;-;-;-;1,9
26/10/2020;6;3505491,89;1,9;1,00007469;-;-;-;-;1,9
27/10/2020;5;3482815,56;1,9;1,00007469;-;-;-;-;1,9
28/10/2020;5;3399319,21;1,9;1,00007469;-;-;-;-;1,9
29/10/2020;4;3330976,99;1,9;1,00007469;-;-;-;-;1,9
30/10/2020;5;3289512,6;1,9;1,00007469;-;-;-;-;1,9
