"mes","Dolar","CtBarril","Etanol","GasolProdr","TribEst","TribFed","DistrRev","IPCA","PCTribEst","PIM","EstEmp","CDI","IBC","MRed","GasolNaBomba"
"2018-07",3.82629166666667,284.79998575,0.557037,1.4103454,1.25946378347203,0.686868,0.580285816527967,0.0924354940213971,28.0254513456171,77,38575609,6.39,140.97,148006,4.494
"2018-08",3.92921333333333,285.279916266667,0.557037,1.4246242,1.264523345656,0.686868,0.481947454344,-0.103989930774072,28.6415253829219,87.5,38699353,6.39,143.33,149095,4.415
"2018-09",4.096575,323.876328666667,0.5479515,1.6114458,1.26991824786055,0.686868,0.594816452139445,0.134801762114537,26.9564476302388,72.3,38850359,6.39,135.87,149895,4.71099999999999
"2018-10",3.75897692307692,308.010935846154,0.537003,1.4302817,1.3200027173266,0.686868,0.737844582673396,0.177168030207678,28.0136400111757,80.6,38916964,6.4,139.75,149095,4.712
"2018-11",3.78119285714286,250.519544714286,0.53406,1.1087167,1.32504869215261,0.686868,0.877306607847394,-0.119395846444305,29.2376145664742,75.2,38980132,6.4,137.61,148682,4.532
"2018-12",3.88477777777778,229.298921666667,0.523638,1.1421069,1.31126777721299,0.686868,0.715119322787014,0.21568281938326,29.9444571183601,59.7,38637774,6.4,136.34,155770,4.379
"2019-01",3.724675,220.280073666667,0.526014,1.1110746,1.30076806262827,0.686868,0.722275337371726,0.142504719949654,29.9233508771169,65.9,38682440,6.4,133.44,175454,4.347
"2019-02",3.72569166666667,236.858710416667,0.538974,1.1669561,1.27064438345396,0.686868,0.601557516546036,0.0693266205160478,29.7923653799288,76.1,38874943,6.4,133.74,176280,4.265
"2019-03",3.8555,254.904415769231,0.54513,1.2842598,1.26599159818961,0.686868,0.646750601810393,0.292712397734424,28.5841408487155,73.8,38836331,6.4,138.99,170110,4.429
"2019-04",3.90308333333333,277.542464666667,0.5373,1.3595009,1.28684777720919,0.686868,0.712483322790806,0.319672750157332,28.0787208642634,81.7,38972715,6.4,139.46,151464,4.583
"2019-05",3.98662857142857,286.596511428571,0.5373,1.4506341,1.31946712968186,0.686868,0.644730770318138,0.0423662680931403,28.4429215279556,82,39013389,6.4,139.26,149699,4.639
"2019-06",3.8554,245.894381333333,0.5373,1.2450807,1.32034602223187,0.686868,0.717405277768132,0.00385147891755821,29.2954520131322,73.6,39072919,6.4,135.01,149690,4.507
"2019-07",3.77475384615385,242.057033615385,0.5373,1.1233897,1.28329012372617,0.686868,0.763152176273828,-0.053920704845815,29.2055103260394,81.7,39124544,6.4,142.92,150196,4.394
"2019-08",4.02208571428571,238.797102428571,0.5373,1.1303247,1.28471498556763,0.686868,0.757792314432371,0.0154059156702329,29.2179892100894,85.1,39252375,5.9,141.77,151819,4.397
"2019-09",4.1156,260.114813416667,0.5512185,1.1945063,1.2834488448038,0.686868,0.776958355196204,0.053920704845815,28.5655206944981,78.9,39414409,5.70952380952381,138.29,150867,4.493
"2019-10",4.07968571428571,243.299104357143,0.5433885,1.2643308,1.28253079602099,0.686868,0.698881903979015,0.0308118313404657,28.6535030388961,86.3,39488567,5.37826086956522,142.76,150599,4.47600000000001
"2019-11",4.16744615384615,262.332777461538,0.5755725,1.2358608,1.28767693318273,0.686868,0.681021766817266,0.0885840151038389,28.8264368297007,79.1,39589164,4.9,138.84,151250,4.467
"2019-12",4.11218181818182,273.810131727273,0.593811,1.3444337,1.30733501413634,0.686868,0.659552285863664,0.485286343612335,28.4698391580213,59.8,39281853,4.59047619047619,137.54,160096,4.592
"2020-01",4.15099285714286,267.196844571429,0.6373485,1.3218767,1.32050974019575,0.686868,0.631397059804248,0.128980367321089,28.7192200999511,71.7,39399646,4.4,133.61,179646,4.598
"2020-02",4.36674166666667,243.14567925,0.620271,1.203843,1.31876021213573,0.686868,0.682257787864272,0.0606966434452185,29.2278415810224,76.6,39625294,4.19166666666667,134.64,181171,4.512
"2020-03",4.89271666666667,166.968496583333,0.573589296,1.0283948,1.31126706767884,0.686868,0.816880836321159,0.0644901836605447,29.6868251681875,72.3,39348944,3.94545454545455,136.69,172286,4.417
"2020-04",5.31320769230769,94.0374269230769,0.4502090295,0.631377,1.25238108654663,0.686868,0.931164883953365,-0.0606966434452185,31.6898048215241,47.4,38385241,3.65,119.12,151517,3.952
"2020-05",5.65388333333333,157.850947,0.462915,0.8276813,1.2362124262512,0.686868,0.642323273748802,-0.178296390120329,32.0594508882572,52.9,38011645,3.0125,119.78,145661,3.856
"2020-06",5.18789166666667,207.998117666667,0.5590755,1.0559815,1.22036256498672,0.686868,0.565712435013284,0.257960734642179,29.8523132335303,59.6,37981600,2.57857142857143,126.17,140429,4.088
"2020-07",5.28032,227.544550266667,0.5282816625,1.2206257,1.25056608872956,0.686868,0.62965854877044,0.235199493350222,28.975117903836,72.2,38118972,2.15,135.87,137654,4.316
"2020-08",5.465225,244.757913833333,0.5283714105,1.2112598,1.25697422385481,0.686868,0.692526565645195,0.04931602279924,28.7242738540861,80.4,38362238,1.93571428571429,135.51,137510,4.376
"2020-09",5.390325,220.497906083333,0.279460314,1.2112598,1.25697422385481,0.686868,0.941437662145194,0.0872514249525016,28.7242738540861,84.8,38681647,1.9,137.06,139961,4.376
"2020-10",5.6428,227.918036071429,0.6914835,1.2126249,1.28728731400184,0.69,0.44,0.170709309689677,29.7886932647912,91.3,39074028,1.9,139.47,141908,4.32139571400184
