Variação mensal por cidade
  ;Aracaju (SE);Belo Horizonte (MG);Belém (PA);Brasil;Brasília (DF);Campo Grande (MS);Curitiba (PR);Fortaleza (CE);Goiânia (GO);Grande Vitória (ES);Porto Alegre (RS);Recife (PE);Rio Branco (AC);Rio de Janeiro (RJ);Salvador (BA);São Luís (MA);São Paulo (SP)
maio 2020;-0.5;-0.6;-0.39;-0.38;-0.28;-0.57;-0.57;-0.52;-0.25;-0.48;-0.44;-0.18;-0.33;-0.28;-0.47;-0.22;-0.28

Fonte: "IBGE - Índice Nacional de Preços ao Consumidor Amplo"
