Variação mensal por cidade
  ;Aracaju (SE);Belo Horizonte (MG);Belém (PA);Brasil;Brasília (DF);Campo Grande (MS);Curitiba (PR);Fortaleza (CE);Goiânia (GO);Grande Vitória (ES);Porto Alegre (RS);Recife (PE);Rio Branco (AC);Rio de Janeiro (RJ);Salvador (BA);São Luís (MA);São Paulo (SP)
julho 2020;0.31;0.39;0.72;0.36;0.34;0.73;0.39;0.56;0.25;0.21;0.37;0.4;0.75;0.24;0.62;0.57;0.24

Fonte: "IBGE - Índice Nacional de Preços ao Consumidor Amplo"
