Variação mensal por cidade
  ;Aracaju (SE);Belo Horizonte (MG);Belém (PA);Brasil;Brasília (DF);Campo Grande (MS);Curitiba (PR);Fortaleza (CE);Goiânia (GO);Grande Vitória (ES);Porto Alegre (RS);Recife (PE);Rio Branco (AC);Rio de Janeiro (RJ);Salvador (BA);São Luís (MA);São Paulo (SP)
junho 2020;0.03;0.05;-0.18;0.26;0.46;0.23;0.8;0.34;0.1;0.56;-0.01;0.51;0.21;-0.01;0.68;-0.35;0.29

Fonte: "IBGE - Índice Nacional de Preços ao Consumidor Amplo"
