Variação mensal por cidade
  ;Aracaju (SE);Belo Horizonte (MG);Belém (PA);Brasil;Brasília (DF);Campo Grande (MS);Curitiba (PR);Fortaleza (CE);Goiânia (GO);Grande Vitória (ES);Porto Alegre (RS);Recife (PE);Rio Branco (AC);Rio de Janeiro (RJ);Salvador (BA);São Luís (MA);São Paulo (SP)
setembro 2020;0.73;0.76;0.95;0.64;0.37;1.26;0.71;1.22;1.03;0.83;0.68;0.78;1.19;0.62;0.23;1;0.44

Fonte: "IBGE - Índice Nacional de Preços ao Consumidor Amplo"
