Variação mensal por cidade
  ;Aracaju (SE);Belo Horizonte (MG);Belém (PA);Brasil;Brasília (DF);Campo Grande (MS);Curitiba (PR);Fortaleza (CE);Goiânia (GO);Grande Vitória (ES);Porto Alegre (RS);Recife (PE);Rio Branco (AC);Rio de Janeiro (RJ);Salvador (BA);São Luís (MA);São Paulo (SP)
outubro 2020;0.87;1.08;1.18;0.86;1.02;0.91;1.02;0.83;0.85;0.91;0.63;0.82;1.37;0.59;0.45;1.1;0.89

Fonte: "IBGE - Índice Nacional de Preços ao Consumidor Amplo"
