Variação mensal por cidade
  ;Aracaju (SE);Belo Horizonte (MG);Belém (PA);Brasil;Brasília (DF);Campo Grande (MS);Curitiba (PR);Fortaleza (CE);Goiânia (GO);Grande Vitória (ES);Porto Alegre (RS);Recife (PE);Rio Branco (AC);Rio de Janeiro (RJ);Salvador (BA);São Luís (MA);São Paulo (SP)
abril 2020;0.15;-0.21;-0.13;-0.31;-0.58;-0.43;-1.16;-0.12;-0.53;-0.09;-0.05;-0.19;-0.51;0.18;-0.16;-0.44;-0.37

Fonte: "IBGE - Índice Nacional de Preços ao Consumidor Amplo"
